3.175759725376453E8,0.03548395930008207+0.5373585648320747i,0.03548395930008207,0.5373585648320747,-5.375820271617631,-5.362450572409788,-5.268658031694555
3.1757788948751384E8,0.0356964482505348+0.538249982578454i,0.0356964482505348,0.538249982578454,-5.3612599477896605,-5.3479176975703595,-5.253959668811643
3.175798064373824E8,0.03591083436124861+0.5391465521012111i,0.03591083436124861,0.5391465521012111,-5.346638635000726,-5.333323917150707,-5.2391997169808935
3.1758172338725096E8,0.036127140146889065+0.5400483175487085i,0.036127140146889065,0.5400483175487085,-5.33195593299526,-5.318668831366267,-5.224377771597628
3.175836403371195E8,0.03634538846287764+0.5409553235594541i,0.03634538846287764,0.5409553235594541,-5.317211438006142,-5.303952036826324,-5.209493424399665
3.175855572869881E8,0.03656560249561999+0.5418676152832528i,0.03656560249561999,0.5418676152832528,-5.3024047425009915,-5.289173126490781,-5.19454626342778
3.1758747423685664E8,0.036787805781319786+0.5427852383752235i,0.036787805781319786,0.5427852383752235,-5.287535435333817,-5.2743316896289265,-5.179535872980838
3.175893911867252E8,0.03701202220629113+0.5437082390109973i,0.03701202220629113,0.5437082390109973,-5.272603101578835,-5.259427311777227,-5.164461833573297
3.1759130813659376E8,0.03723827601625392+0.5446366638889665i,0.03723827601625392,0.5446366638889665,-5.2576073225629285,-5.24445957469503,-5.149323721891971
3.175932250864623E8,0.03746659181918233+0.5455705602422652i,0.03746659181918233,0.5455705602422652,-5.2425476757514105,-5.229428056322211,-5.134121110750531
3.175951420363309E8,0.03769699459363485+0.5465099758420753i,0.03769699459363485,0.5465099758420753,-5.2274237347673145,-5.2143323307318665,-5.118853569043953
3.1759705898619944E8,0.03792950969533506+0.547454959006456i,0.03792950969533506,0.547454959006456,-5.212235069326072,-5.19917196808831,-5.103520661703337
3.17598975936068E8,0.038164162864871225+0.5484055586120055i,0.038164162864871225,0.5484055586120055,-5.196981245126028,-5.183946534599709,-5.088121949649423
3.1760089288593656E8,0.03840098023488842+0.549361824092094i,0.03840098023488842,0.549361824092094,-5.1816618239529335,-5.1686555924709445,-5.07265698974524
3.176028098358051E8,0.038639988333013055+0.5503238054566523i,0.038639988333013055,0.5503238054566523,-5.166276363450528,-5.1532986998591745,-5.057125334748807
3.176047267856737E8,0.03888121409467391+0.5512915532911408i,0.03888121409467391,0.5512915532911408,-5.15082441721018,-5.137875410821964,-5.041526533262402
3.1760664373554224E8,0.03912468486869026+0.552265118767683i,0.03912468486869026,0.552265118767683,-5.135305534678127,-5.122385275272576,-5.025860129686831
3.176085606854108E8,0.03937042842281049+0.5532445536562265i,0.03937042842281049,0.5532445536562265,-5.119719261064505,-5.106827838929595,-5.010125664168376
3.1761047763527936E8,0.039618472952651806+0.5542299103284297i,0.039618472952651806,0.5542299103284297,-5.104065137364105,-5.091202643266342,-4.994322672550547
3.176123945851479E8,0.03986884708962428+0.5552212417680609i,0.03986884708962428,0.5552212417680609,-5.0883427002778365,-5.075509225460677,-4.9784506863204765
3.176143115350165E8,0.04012157991214888+0.556218601583688i,0.04012157991214888,0.556218601583688,-5.072551482096863,-5.05974711834441,-4.962509232558472
3.1761622848488504E8,0.04037670094830243+0.5572220440091455i,0.04037670094830243,0.5572220440091455,-5.056691010788268,-5.043915850350008,-4.946497833884412
3.176181454347536E8,0.04063424018816933+0.5582316239206351i,0.04063424018816933,0.5582316239206351,-5.040760809812738,-5.028014945459622,-4.930416008404839
3.1762006238462216E8,0.04089422808865991+0.5592473968419005i,0.04089422808865991,0.5592473968419005,-5.024760398138108,-5.012043923149696,-4.914263269657794
3.176219793344907E8,0.04115669558796571+0.5602694189540114i,0.04115669558796571,0.5602694189540114,-5.008689290172084,-4.996002298337367,-4.898039126556656
3.176238962843593E8,0.041421674112400324+0.5612977471073555i,0.041421674112400324,0.5612977471073555,-4.9925469956715,-4.979889581325328,-4.881743083336756
3.1762581323422784E8,0.04168919557864829+0.56233243882588i,0.04168919557864829,0.56233243882588,-4.976333019778183,-4.963705277745701,-4.865374639496279
3.176277301840964E8,0.04195929241589771+0.5633735523231338i,0.04195929241589771,0.5633735523231338,-4.960046862852304,-4.947448888504614,-4.848933289739717
3.1762964713396496E8,0.04223199756574771+0.5644211465094077i,0.04223199756574771,0.5644211465094077,-4.943688020470204,-4.931119909721953,-4.8324185239179815
3.176315640838335E8,0.042507344492278+0.5654752810006686i,0.042507344492278,0.5654752810006686,-4.927255983384829,-4.914717832675398,-4.815829826971354
3.176334810337021E8,0.04278536720006557+0.5665360161301647i,0.04278536720006557,0.5665360161301647,-4.910750237438093,-4.8982421437399735,-4.799166678867074
3.1763539798357064E8,0.04306610023425603+0.5676034129609903i,0.04306610023425603,0.5676034129609903,-4.894170263481515,-4.881692324327487,-4.782428554538958
3.176373149334392E8,0.04334957869964689+0.568677533294129i,0.04334957869964689,0.568677533294129,-4.877515537346145,-4.8650678508277725,-4.76561492382631
3.1763923188330775E8,0.0436358382624823+0.5697584396791839i,0.0436358382624823,0.5697584396791839,-4.860785529793375,-4.848368194542079,-4.748725251407759
3.176411488331763E8,0.04392491517136292+0.5708461954283561i,0.04392491517136292,0.5708461954283561,-4.843979706396663,-4.831592821625979,-4.731758996741483
3.176430657830449E8,0.044216846263211075+0.5719408646237102i,0.044216846263211075,0.5719408646237102,-4.827097527544603,-4.814741193020673,-4.71471561399776
3.1764498273291343E8,0.0445116689694026+0.5730425121321407i,0.0445116689694026,0.5730425121321407,-4.81013844832944,-4.797812764391508,-4.697594551994067
